,param,acc
0,{'rf__n_estimators': 10},0.9453125
1,{'rf__n_estimators': 25},0.9634895833333333
2,{'rf__n_estimators': 50},0.9673437500000001
3,{'rf__n_estimators': 100},0.9697916666666666
4,{'rf__n_estimators': 250},0.9707812499999999
5,{'rf__n_estimators': 500},0.9722395833333334
6,{'rf__n_estimators': 750},0.9714583333333332
7,{'rf__n_estimators': 1000},0.9719270833333334
